-5.179963,4.5547646,3.6113117,,12.2547646
-4.3580302,5.0821999,3.9805831,,12.7821999
-3.4517199,5.4411565,4.2720374,,13.1411565
-2.4763621,5.737698,4.5242466,,13.437698
-1.5083926,5.9360923,4.738931,,13.6360923
-0.5398743,6.0360641,4.8860907,,13.7360641
0.4542656,6.0632952,4.9031601,,13.7632952
1.4460615,6.0264331,4.6717199,,13.7264331
2.4535506,5.8879789,4.3943885,,13.5879789
3.3982079,5.6373841,4.0902072,,13.3373841
4.3309677,5.214049,3.7591895,,12.914049
5.0781875,4.6415566,3.3682171,,12.3415566
5.6149982,3.8315149,2.8410868,,11.5315149
5.8584892,2.8600068,2.1559203,,10.5600068
5.6584127,1.8901185,2.6073927,,9.5901185
5.156998,1.0203108,3.1089131,,8.7203108
4.4573608,0.3500501,3.4996552,,8.0500501
3.5953577,-0.070373,3.7576461,,7.629627
2.6219237,-0.2675273,3.9013146,,7.4324727
1.6142955,-0.3398906,3.9586805,,7.3601094
0.5987383,-0.3809355,3.4855101,,7.3190645
-0.3822488,-0.4114146,2.8666638,,7.2885854
-1.3366974,-0.2497782,1.9732828,,7.4502218
-1.9568283,0.5620989,1.3881956,,8.2620989
-1.8464106,1.3923166,1.1843524,,9.0923166
-0.9372173,1.5497725,2.4067049,,9.2497725
0.1750514,1.4888954,3.2493388,,9.1888954
1.1546676,1.4627779,3.5142035,,9.1627779
2.1557972,1.4286653,3.0398368,,9.1286653
3.0989921,1.6052596,2.0278346,,9.3052596
3.7413562,2.3825457,1.3787482,,10.0825457
3.5616232,3.1941605,1.4335678,,10.8941605
2.6269648,3.5928383,2.5745899,,11.2928383
1.6229751,3.7298996,3.0013657,,11.4298996
0.6345382,3.7122092,3.2440284,,11.4122092
-0.3682862,3.5976819,3.4425419,,11.2976819
-1.3818206,3.4307279,3.6705867,,11.1307279
-2.2718301,3.1582438,3.9440866,,10.8582438
-2.9725631,2.505154,4.0083781,,10.205154
-3.5928462,1.6840196,3.4769603,,9.3840196
-4.2545983,0.9263467,2.910177,,8.6263467
-5.137912,0.6769352,2.4457448,,8.3769352
-6.0517335,1.040426,1.7365284,,8.740426
-6.4243985,1.8698191,1.8030487,,9.5698191
-6.228169,2.8742339,2.5644437,,10.5742339
-5.7581101,3.8550187,2.880341,,11.5550187
-5.179963,4.5547646,3.6113117,,12.2547646
