-2.6094582,19.9825340,11.5407857
-2.6252628,18.9828883,11.6763002
-2.6401345,17.9858710,11.5852767
-2.6541665,16.9882294,11.2735919
-2.6665672,15.9911015,10.7276757
-2.6769073,14.9947772,10.1880633
-2.6855983,13.9945302,9.6540938
-2.6935602,12.9996685,9.1312181
-2.7021778,12.0044962,8.6151393
-2.7159232,10.9993422,8.1044388
-2.7385924,10.0082585,7.6039419
-2.7661462,9.0033365,7.1022683
-2.7913699,8.0039962,6.5976800
-2.8067377,6.9978455,6.0730444
-2.8000150,6.0086034,5.5371312
-2.7508627,4.9963883,4.9845094
-2.6271541,4.0051806,4.4226438
-2.3926071,3.0496251,3.8639829
-1.9895351,2.1361341,3.4892587
-1.3729112,1.3676509,3.4216553
-0.5688404,0.7982290,3.5443008
0.3574411,0.4167281,3.8230527
1.3298776,0.1912537,4.3112536
2.3182561,0.0919087,4.3853723
3.3262650,0.1145192,4.4419117
4.3164418,0.2360760,4.8827171
5.3150060,0.3710891,5.2895746
6.3044146,0.4708173,5.6668677
7.3100826,0.5318137,6.0074519
8.3018896,0.5506162,6.3395038
9.2969350,0.5314784,6.6637314
10.2932338,0.4837278,6.9936972
11.2851287,0.4181582,7.1077386
12.2826440,0.3463251,6.8947574
13.2713402,0.2838213,6.3666754
14.2647343,0.2468926,5.8483751
15.2697343,0.2473089,5.3617555
16.2635353,0.2919798,4.9181132
17.2702318,0.4108233,4.4983852
18.2628553,0.6379861,4.1766973
19.2107864,1.0134152,3.8351563
19.9989982,1.5489964,3.5654856
20.5884567,2.3076426,3.7237876
21.0111836,3.2317252,4.1363386
21.2900594,4.1777046,4.4779805
21.4968967,5.1755427,4.8130208
21.6409607,6.1619223,5.1434503
21.7331475,7.1574678,5.5032096
21.7816720,8.1524164,5.8711407
21.7981713,9.1504404,6.2439879
21.7937768,10.1488942,6.6083483
21.7775426,11.1460277,6.9646376
21.7561375,12.1440855,7.3027332
21.7336707,13.1415720,7.6193685
21.7121774,14.1393973,7.9217006
21.6921686,15.1372346,8.2021180
21.6729544,16.1350385,8.4668502
21.6540477,17.1337451,8.7211285
21.6353156,18.1316131,8.9590357
21.6167407,19.1297206,9.1862602
21.5984170,20.1282042,9.4057371
21.5805145,21.1261868,9.6115510
21.5631902,22.1244572,9.8102691
21.5464755,23.1226189,10.0031790
21.5302617,24.1209323,10.1853747
21.5144452,25.1192347,10.3627696
21.4989404,26.1170690,10.5351704
21.4836535,27.1157723,10.6991344
21.4685595,28.1139751,10.8592832
21.4536773,29.1116653,11.0148419
21.4390228,30.1105903,11.1636410
21.4244109,31.1087315,11.3089658
21.4094342,32.1063080,11.4499549
21.3937355,33.1050676,11.5850542
21.3782357,34.1023856,11.6457986
21.3635667,35.1003650,11.5896622
21.3495022,36.0976810,11.0973248
21.3356724,37.0952176,10.5575305
21.3220043,38.0942971,10.0235001
21.3090095,39.0898953,9.4977850
21.2976147,40.0876477,8.9758464
21.2903554,41.0870644,8.4587097
21.2905866,42.0831753,7.9448490
21.2955076,43.0859554,7.4304308
21.2994886,44.0851592,6.9108750
21.2956371,45.0880244,6.3832258
21.2717405,46.0805345,5.8498502
21.2075073,47.0865821,5.3153221
21.0765799,48.0783161,4.7688670
20.8482778,49.0393982,4.2160592
20.4910770,49.9822230,3.8042911
20.0311244,50.8595789,3.3226919
19.3676456,51.5454317,3.2304140
18.4497978,51.9360173,3.5202248
17.4449113,52.0840338,4.0132194
16.4395662,52.1504196,4.5015897
15.4438919,52.1828194,4.9801241
14.4444013,52.1974159,5.4274181
13.4405552,52.2007235,5.8554780
12.4482466,52.1992235,6.2702333
11.4444314,52.1992427,6.6481527
10.4485115,52.2007878,7.0094700
9.4537620,52.2040190,7.3532609
8.4553704,52.2106498,7.6031710
7.4598924,52.2205209,7.4214121
6.4598681,52.2326414,6.8570012
5.4666248,52.2448781,6.2866303
4.4724469,52.2534049,5.7226366
3.4661147,52.2496593,5.1642562
2.4677406,52.2160965,4.6262450
1.4583744,52.1010040,4.1278879
0.4857461,51.8592805,3.7258348
-0.4293714,51.4270447,3.2581213
-1.1006923,50.7797479,3.2365341
-1.5351247,49.9064274,3.5902799
-1.8247138,48.9115138,3.9377509
-1.9824539,47.9288065,4.3131225
-2.0750705,46.9233849,4.7207868
-2.1297943,45.9314006,5.1622828
-2.1618446,44.9313278,5.6065322
-2.1817314,43.9351687,6.0385390
-2.1977334,42.9380726,6.4489268
-2.2139655,41.9395874,6.8222889
-2.2306072,40.9426132,7.1766215
-2.2470776,39.9445855,7.5077676
-2.2635648,38.9476681,7.8125430
-2.2802037,37.9494927,8.1031764
-2.2971059,36.9507459,8.3761701
-2.3144818,35.9533311,8.6299672
-2.3324435,34.9545807,8.8742309
-2.3508863,33.9562869,9.1056353
-2.3696367,32.9583663,9.3245681
-2.3885569,31.9598165,9.5366463
-2.4075092,30.9617229,9.7380374
-2.4264446,29.9634166,9.9309655
-2.4453124,28.9652722,10.1185642
-2.4640853,27.9669679,10.2970010
-2.4827367,26.9685105,10.4697877
-2.5012323,25.9709763,10.6383077
-2.5196130,24.9720940,10.7990153
-2.5378638,23.9736798,10.9558391
-2.5560102,22.9768227,11.1091524
-2.5741716,21.9772572,11.2559611
-2.5921971,20.9788363,11.3300552
-2.6094582,19.9825340,11.5407857
